NODE_KEY,PARENT_KEY,LANGUAGE,TEXT
42F2E9AFC4EF1EE7A4AB154ADEDE8C01,42F2E9AFC4EF1EE7A4AB1547439BEC01,E,"Notebook Basic 15 with 2,80 GHz quad core, 15"" LCD, 4 GB DDR3 RAM, 500 GB Hard Disc, Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEDEEC01,42F2E9AFC4EF1EE7A4AB1547439C2C01,E,"Notebook Basic 17 with 2,80 GHz quad core, 17"" LCD, 4 GB DDR3 RAM, 500 GB Hard Disc, Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEDF4C01,42F2E9AFC4EF1EE7A4AB1547439C6C01,E,"Notebook Basic 18 with 2,80 GHz quad core, 18"" LCD, 8 GB DDR3 RAM, 1000 GB Hard Disc, Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEDFAC01,42F2E9AFC4EF1EE7A4AB1547439CAC01,E,"Notebook Basic 19 with 2,80 GHz quad core, 19"" LCD, 8 GB DDR3 RAM, 1000 GB Hard Disc, Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEDFEC01,42F2E9AFC4EF1EE7A4AB1547439CEC01,E,Digital Organizer with State-of-the-Art Storage Encryption
42F2E9AFC4EF1EE7A4AB154ADEE04C01,42F2E9AFC4EF1EE7A4AB1547439D2C01,E,"Notebook Professional 15 with 2,80 GHz quad core, 15"" Multitouch LCD, 8 GB DDR3 RAM, 500 GB SSD - DVD-Writer (DVD-R/+R/-RW/-RAM),Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEE0AC01,42F2E9AFC4EF1EE7A4AB1547439D6C01,E,"Notebook Professional 17 with 2,80 GHz quad core, 17"" Multitouch LCD, 8 GB DDR3 RAM, 500 GB SSD - DVD-Writer (DVD-R/+R/-RW/-RAM),Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEE0EC01,42F2E9AFC4EF1EE7A4AB1547439DAC01,E,Digital Organizer with State-of-the-Art Encryption for Storage and Network Communications
42F2E9AFC4EF1EE7A4AB154ADEE12C01,42F2E9AFC4EF1EE7A4AB1547439DEC01,E,Digital Organizer with State-of-the-Art Encryption for Storage and Secure Stellite Link
42F2E9AFC4EF1EE7A4AB154ADEE18C01,42F2E9AFC4EF1EE7A4AB1547439E2C01,E,32 GB Digital Assistant with high-resolution color screen
42F2E9AFC4EF1EE7A4AB154ADEE1EC01,42F2E9AFC4EF1EE7A4AB1547439E6C01,E,64 GB Digital Assistant with high-resolution color screen and synthesized voice output
42F2E9AFC4EF1EE7A4AB154ADEE24C01,42F2E9AFC4EF1EE7A4AB1547439EAC01,E,"Optimum Hi-Resolution max. 1920 x 1080 @ 85Hz, Dot Pitch: 0.27mm"
42F2E9AFC4EF1EE7A4AB154ADEE2AC01,42F2E9AFC4EF1EE7A4AB1547439EEC01,E,"Optimum Hi-Resolution max. 1920 x 1200 @ 85Hz, Dot Pitch: 0.26mm"
42F2E9AFC4EF1EE7A4AB154ADEE30C01,42F2E9AFC4EF1EE7A4AB1547439F2C01,E,"Optimum Hi-Resolution max. 2560 x 1440 @ 85Hz, Dot Pitch: 0.25mm"
42F2E9AFC4EF1EE7A4AB154ADEE36C01,42F2E9AFC4EF1EE7A4AB1547439F6C01,E,"Optimum Hi-Resolution max. 1600 x 1200 @ 85Hz, Dot Pitch: 0.24mm"
42F2E9AFC4EF1EE7A4AB154ADEE3CC01,42F2E9AFC4EF1EE7A4AB1547439FAC01,E,"Optimum Hi-Resolution max. 2048 x 1080 @ 85Hz, Dot Pitch: 0.26mm"
42F2E9AFC4EF1EE7A4AB154ADEE42C01,42F2E9AFC4EF1EE7A4AB1547439FEC01,E,"Optimum Hi-Resolution max. 2016 x 1512 @ 85Hz, Dot Pitch: 0.24mm"
42F2E9AFC4EF1EE7A4AB154ADEE48C01,42F2E9AFC4EF1EE7A4AB154743A02C01,E,"Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color) or 36 ppm (monochrome), letter/A4. Powerful 500 MHz processor, 512MB of memory"
42F2E9AFC4EF1EE7A4AB154ADEE4EC01,42F2E9AFC4EF1EE7A4AB154743A06C01,E,"Up to 22 ppm color or 24 ppm monochrome A4/letter, powerful 500 MHz processor and 128MB of memory"
42F2E9AFC4EF1EE7A4AB154ADEE54C01,42F2E9AFC4EF1EE7A4AB154743A0AC01,E,"Print up to 25 ppm letter and 24 ppm A4 color or monochrome, with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color"
42F2E9AFC4EF1EE7A4AB154ADEE5AC01,42F2E9AFC4EF1EE7A4AB154743A0EC01,E,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB, Ethernet"
42F2E9AFC4EF1EE7A4AB154ADEE60C01,42F2E9AFC4EF1EE7A4AB154743A12C01,E,1000 dpi x 1000 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office
42F2E9AFC4EF1EE7A4AB154ADEE66C01,42F2E9AFC4EF1EE7A4AB154743A16C01,E,"4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB2.0, Ethernet"
42F2E9AFC4EF1EE7A4AB154ADEE6CC01,42F2E9AFC4EF1EE7A4AB154743A1AC01,E,"1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 1200dpi x 2400dpi)"
42F2E9AFC4EF1EE7A4AB154ADEE72C01,42F2E9AFC4EF1EE7A4AB154743A1EC01,E,"1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 2400dpi x 4800dpi, high resolution)"
42F2E9AFC4EF1EE7A4AB154ADEE7EC01,42F2E9AFC4EF1EE7A4AB154743A22C01,E,"Cordless Optical USB Mice, Laptop, Color: Black, Plug&Play"
42F2E9AFC4EF1EE7A4AB154ADEE88C01,42F2E9AFC4EF1EE7A4AB154743A26C01,E,"Optical USB, PS/2 Mouse, Color: Blue, 3-button-functionality (incl. Scroll wheel)"
42F2E9AFC4EF1EE7A4AB154ADEE94C01,42F2E9AFC4EF1EE7A4AB154743A2AC01,E,"Optical USB Mouse, Color: Red, 5-button-functionality(incl. Scroll wheel), Plug&Play"
42F2E9AFC4EF1EE7A4AB154ADEEA0C01,42F2E9AFC4EF1EE7A4AB154743A2EC01,E,"Ergonomic USB Keyboard for Desktop, Plug&Play"
42F2E9AFC4EF1EE7A4AB154ADEEACC01,42F2E9AFC4EF1EE7A4AB154743A32C01,E,"Corded Keyboard with special keys for Internet Usability, USB"
42F2E9AFC4EF1EE7A4AB154ADEEB8C01,42F2E9AFC4EF1EE7A4AB154743A36C01,E,"Corded Ergonomic Keyboard with special keys for Media Usability, USB"
42F2E9AFC4EF1EE7A4AB154ADEEC4C01,42F2E9AFC4EF1EE7A4AB154743A3AC01,E,Nice mouse pad with ITelO Logo
42F2E9AFC4EF1EE7A4AB154ADEED0C01,42F2E9AFC4EF1EE7A4AB154743A3EC01,E,Ergonomic mouse pad with ITelO Logo
42F2E9AFC4EF1EE7A4AB154ADEEDCC01,42F2E9AFC4EF1EE7A4AB154743A42C01,E,ITelO Mousepad Special Edition
42F2E9AFC4EF1EE7A4AB154ADEEE8C01,42F2E9AFC4EF1EE7A4AB154743A46C01,E,Universal card reader
42F2E9AFC4EF1EE7A4AB154ADEEECC01,42F2E9AFC4EF1EE7A4AB154743A4AC01,E,Proctra X: PCI-E GDDR5 3072MB
42F2E9AFC4EF1EE7A4AB154ADEEF0C01,42F2E9AFC4EF1EE7A4AB154743A4EC01,E,"Gladiator XLN: PCI-E GDDR5 3072MB DVI Out, TV Out low-noise"
42F2E9AFC4EF1EE7A4AB154ADEEF4C01,42F2E9AFC4EF1EE7A4AB154743A52C01,E,Hurricane GX: PCI-E 691 GFLOPS game-optimized
42F2E9AFC4EF1EE7A4AB154ADEEF8C01,42F2E9AFC4EF1EE7A4AB154743A56C01,E,"Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized, low-noise."
42F2E9AFC4EF1EE7A4AB154ADEEFEC01,42F2E9AFC4EF1EE7A4AB154743A5AC01,E,Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth
42F2E9AFC4EF1EE7A4AB154ADEF04C01,42F2E9AFC4EF1EE7A4AB154743A5EC01,E,Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - SCSI for backward compatibility
42F2E9AFC4EF1EE7A4AB154ADEF0AC01,42F2E9AFC4EF1EE7A4AB154743A62C01,E,Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module
42F2E9AFC4EF1EE7A4AB154ADEF10C01,42F2E9AFC4EF1EE7A4AB154743A66C01,E,Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module
42F2E9AFC4EF1EE7A4AB154ADEF16C01,42F2E9AFC4EF1EE7A4AB154743A6AC01,E,Copymaster
42F2E9AFC4EF1EE7A4AB154ADEF1CC01,42F2E9AFC4EF1EE7A4AB154743A6EC01,E,PC multimedia speakers - 5 Watt (Total)
42F2E9AFC4EF1EE7A4AB154ADEF22C01,42F2E9AFC4EF1EE7A4AB154743A72C01,E,PC multimedia speakers - 10 Watt (Total) - 2-way
42F2E9AFC4EF1EE7A4AB154ADEF28C01,42F2E9AFC4EF1EE7A4AB154743A76C01,E,PC multimedia speakers - optimized for Blutooth/A2DP
42F2E9AFC4EF1EE7A4AB154ADEF2EC01,42F2E9AFC4EF1EE7A4AB154743A7AC01,E,"Complete package, 1 User, Office Applications (word processing, spreadsheet, presentations)"
42F2E9AFC4EF1EE7A4AB154ADEF34C01,42F2E9AFC4EF1EE7A4AB154743A7EC01,E,"Complete package, 1 User, Image editing, processing"
42F2E9AFC4EF1EE7A4AB154ADEF3AC01,42F2E9AFC4EF1EE7A4AB154743A82C01,E,"Complete package, 1 User, Network Software Utilities, Useful Applications and Documentation"
42F2E9AFC4EF1EE7A4AB154ADEF40C01,42F2E9AFC4EF1EE7A4AB154743A86C01,E,"Complete package, 1 User, different Multimedia applications, playing music, watching DVDs, only with this Smart package"
42F2E9AFC4EF1EE7A4AB154ADEF46C01,42F2E9AFC4EF1EE7A4AB154743A8AC01,E,"Complete package, 1 User, various games for amusement, logic, action, jump&run"
42F2E9AFC4EF1EE7A4AB154ADEF4CC01,42F2E9AFC4EF1EE7A4AB154743A8EC01,E,"Complete package, 1 User, highly recommended for internet users as anti-virus protection"
42F2E9AFC4EF1EE7A4AB154ADEF52C01,42F2E9AFC4EF1EE7A4AB154743A92C01,E,"Complete package, 1 User, recommended for internet users, protect your PC against cyber-crime"
42F2E9AFC4EF1EE7A4AB154ADEF58C01,42F2E9AFC4EF1EE7A4AB154743A96C01,E,"Complete package, 1 User, bring your money in your mind, see what you have and what you want"
42F2E9AFC4EF1EE7A4AB154ADEF62C01,42F2E9AFC4EF1EE7A4AB154743A9AC01,E,Robust 3m anti-burglary protection for your laptop computer
42F2E9AFC4EF1EE7A4AB154ADEF6CC01,42F2E9AFC4EF1EE7A4AB154743A9EC01,E,Robust 1m anti-burglary protection for your desktop computer
42F2E9AFC4EF1EE7A4AB154ADEF74C01,42F2E9AFC4EF1EE7A4AB154743AA2C01,E,"Color webcam, color, High-Speed USB"
42F2E9AFC4EF1EE7A4AB154ADEF7EC01,42F2E9AFC4EF1EE7A4AB154743AA6C01,E,10 separately packed screen wipes
42F2E9AFC4EF1EE7A4AB154ADEF88C01,42F2E9AFC4EF1EE7A4AB154743AAAC01,E,"Notebook bag, plenty of room for stationery and writing materials"
42F2E9AFC4EF1EE7A4AB154ADEF94C01,42F2E9AFC4EF1EE7A4AB154743AAEC01,E,"Wireless DSL Router (available in blue, black and silver)"
42F2E9AFC4EF1EE7A4AB154ADEFA0C01,42F2E9AFC4EF1EE7A4AB154743AB2C01,E,"Wireless DSL Router / Repeater (available in blue, black and silver)"
42F2E9AFC4EF1EE7A4AB154ADEFACC01,42F2E9AFC4EF1EE7A4AB154743AB6C01,E,"Wireless DSL Router / Repeater and Print Server (available in blue, black and silver)"
42F2E9AFC4EF1EE7A4AB154ADEFB6C01,42F2E9AFC4EF1EE7A4AB154743ABAC01,E,USB 2.0 High-Speed 64 GB
42F2E9AFC4EF1EE7A4AB154ADEFC2C01,42F2E9AFC4EF1EE7A4AB154743ABEC01,E,Cordless Bluetooth Keyboard with English keys
42F2E9AFC4EF1EE7A4AB154ADEFC8C01,42F2E9AFC4EF1EE7A4AB154743AC2C01,E,"Optimum Hi-Resolution max. 2048 × 1536 @ 85Hz, Dot Pitch: 0.24mm"
42F2E9AFC4EF1EE7A4AB154ADEFD4C01,42F2E9AFC4EF1EE7A4AB154743AC6C01,E,Portable pocket Mouse with retracting cord
42F2E9AFC4EF1EE7A4AB154ADEFDCC01,42F2E9AFC4EF1EE7A4AB154743ACAC01,E,"PC Power Station with 3,4 Ghz quad-core, 32 GB DDR3 SDRAM, feels like a PC, Windows 8 Pro"
42F2E9AFC4EF1EE7A4AB154ADEFE2C01,42F2E9AFC4EF1EE7A4AB154743ACEC01,E,"Dual socket, quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity"
42F2E9AFC4EF1EE7A4AB154ADEFE8C01,42F2E9AFC4EF1EE7A4AB154743AD2C01,E,"Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity"
42F2E9AFC4EF1EE7A4AB154ADEFEEC01,42F2E9AFC4EF1EE7A4AB154743AD6C01,E,"Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity"
42F2E9AFC4EF1EE7A4AB154ADEFF4C01,42F2E9AFC4EF1EE7A4AB154743ADAC01,E,"32-inch, 1366x768 Pixel, 16:9, HDTV ready"
42F2E9AFC4EF1EE7A4AB154ADEFFAC01,42F2E9AFC4EF1EE7A4AB154743ADEC01,E,"37-inch, 1366x768 Pixel, 16:9, HDTV ready"
42F2E9AFC4EF1EE7A4AB154ADF000C01,42F2E9AFC4EF1EE7A4AB154743AE2C01,E,"41-inch, 1366x768 Pixel, 16:9, HDTV ready"
42F2E9AFC4EF1EE7A4AB154ADF004C01,42F2E9AFC4EF1EE7A4AB154743AE6C01,E,Our new multifunctional Handheld with phone function in platinum
42F2E9AFC4EF1EE7A4AB154ADF008C01,42F2E9AFC4EF1EE7A4AB154743AEAC01,E,Our new multifunctional Handheld with phone function in gold
42F2E9AFC4EF1EE7A4AB154ADF00CC01,42F2E9AFC4EF1EE7A4AB154743AEEC01,E,Our new multifunctional Handheld with phone function in silver
42F2E9AFC4EF1EE7A4AB154ADF010C01,42F2E9AFC4EF1EE7A4AB154743AF2C01,E,Our new multifunctional Handheld with phone function in copper
42F2E9AFC4EF1EE7A4AB154ADF016C01,42F2E9AFC4EF1EE7A4AB154743AF6C01,E,"5.1 Headset, 40 Hz-20 kHz, Wireless"
42F2E9AFC4EF1EE7A4AB154ADF01CC01,42F2E9AFC4EF1EE7A4AB154743AFAC01,E,"5.1 Headset, 40 Hz-20 kHz, 3m cable"
42F2E9AFC4EF1EE7A4AB154ADF022C01,42F2E9AFC4EF1EE7A4AB154743AFEC01,E,"5.1 Headset, 40 Hz-20 kHz, 1m cable"
42F2E9AFC4EF1EE7A4AB154ADF028C01,42F2E9AFC4EF1EE7A4AB154743B02C01,E,"MP3-Player with 80 GB SSD and Color Display, can play movies"
42F2E9AFC4EF1EE7A4AB154ADF02EC01,42F2E9AFC4EF1EE7A4AB154743B06C01,E,"MP3-Player with 40 GB HDD and Color Display, can play movies"
42F2E9AFC4EF1EE7A4AB154ADF032C01,42F2E9AFC4EF1EE7A4AB154743B0AC01,E,"ITelo Jog-Mate 64 GB HDD and Color Display, can play movies"
42F2E9AFC4EF1EE7A4AB154ADF036C01,42F2E9AFC4EF1EE7A4AB154743B0EC01,E,64 GB USB Music-on-a-Stick
42F2E9AFC4EF1EE7A4AB154ADF03CC01,42F2E9AFC4EF1EE7A4AB154743B12C01,E,"160 GB HDD, CD-RW, DVD+R/RW, DVD-R/RW, MPEG 2 (Video-DVD), MPEG 4, VCD, SVCD, DivX, Xvid"
42F2E9AFC4EF1EE7A4AB154ADF042C01,42F2E9AFC4EF1EE7A4AB154743B16C01,E,"CD-RW, DVD+R/RW, DVD-R/RW, MPEG 2 (Video-DVD), MPEG 4, VCD, SVCD, DivX, Xvid"
42F2E9AFC4EF1EE7A4AB154ADF048C01,42F2E9AFC4EF1EE7A4AB154743B1AC01,E,"1080p, DLP max. 12,3 Meter, 3D-ready"
42F2E9AFC4EF1EE7A4AB154ADF04EC01,42F2E9AFC4EF1EE7A4AB154743B1EC01,E,"1080p, DLP max.9,34 Meter, 2D-ready"
42F2E9AFC4EF1EE7A4AB154ADF05AC01,42F2E9AFC4EF1EE7A4AB154743B22C01,E,"9"" LCD Screen, storage holds up to 8 hours, 2 speakers included"
42F2E9AFC4EF1EE7A4AB154ADF060C01,42F2E9AFC4EF1EE7A4AB154743B26C01,E,"720p, DLP Projector max. 8,45 Meter, 2D"
42F2E9AFC4EF1EE7A4AB154ADF06CC01,42F2E9AFC4EF1EE7A4AB154743B2AC01,E,"Removable jewel case labels, zero residues (100)"
42F2E9AFC4EF1EE7A4AB154ADF078C01,42F2E9AFC4EF1EE7A4AB154743B2EC01,E,Quality cables for notebooks and projectors
42F2E9AFC4EF1EE7A4AB154ADF084C01,42F2E9AFC4EF1EE7A4AB154743B32C01,E,Organizer and protective case for 264 CDs and DVDs
42F2E9AFC4EF1EE7A4AB154ADF090C01,42F2E9AFC4EF1EE7A4AB154743B36C01,E,"10"" LCD Screen, storage battery holds up to 8 hours"
42F2E9AFC4EF1EE7A4AB154ADF09CC01,42F2E9AFC4EF1EE7A4AB154743B3AC01,E,"7"" LCD Screen, storage battery holds up to 6 hours!"
42F2E9AFC4EF1EE7A4AB154ADF0A2C01,42F2E9AFC4EF1EE7A4AB154743B3EC01,E,"3,4 Ghz quad core, 16 GB DDR3 SDRAM, 4000 GB Hard Disc, Graphic Card: Hurricane GX, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0A8C01,42F2E9AFC4EF1EE7A4AB154743B42C01,E,"3,4 Ghz quad core, 8 GB DDR3 SDRAM, 2000 GB Hard Disc, Graphic Card: Gladiator MX, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0AEC01,42F2E9AFC4EF1EE7A4AB154743B46C01,E,"2,8 Ghz dual core, 4 GB DDR3 SDRAM, 1000 GB Hard Disc, Graphic Card: Gladiator MX, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0B4C01,42F2E9AFC4EF1EE7A4AB154743B4AC01,E,"2,8 Ghz dual core, 4 GB DDR3 SDRAM, 500 GB Hard Disc, Graphic Card: Proctra X, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0BEC01,42F2E9AFC4EF1EE7A4AB154743B4EC01,E,Universal Travel Adapter
42F2E9AFC4EF1EE7A4AB154ADF0C2C01,42F2E9AFC4EF1EE7A4AB154743B52C01,E,"Notebook with 2,80 GHz dual core, 4 GB DDR3 SDRAM, 500 GB Hard Disc, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0C6C01,42F2E9AFC4EF1EE7A4AB154743B56C01,E,"Notebook with 2,80 GHz dual core, 8 GB DDR3 SDRAM, 500 GB Hard Disc, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0CAC01,42F2E9AFC4EF1EE7A4AB154743B5AC01,E,"Notebook with 2,80 GHz quad core, 4 GB DDR3 SDRAM, 1000 GB Hard Disc, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0CEC01,42F2E9AFC4EF1EE7A4AB154743B5EC01,E,"Notebook with 2,80 GHz quad core, 8 GB DDR3 SDRAM, 1000 GB Hard Disc, Windows 8"
42F2E9AFC4EF1EE7A4AB154ADF0D4C01,42F2E9AFC4EF1EE7A4AB154743B62C01,E,Flyer for our product palette
42F2E9AFC4EF1EE7A4AB154ADF0DCC01,42F2E9AFC4EF1EE7A4AB154743B66C01,E,"10.1-inch Multitouch HD Screen (1280 x 800), 16GB Internal Memory, Wireless N Wi-Fi; Bluetooth, GPS Enabled, 1GHz Dual-Core Processor"
42F2E9AFC4EF1EE7A4AB154ADF0E4C01,42F2E9AFC4EF1EE7A4AB154743B6AC01,E,"5 Megapixel Camera, Wi-Fi 802.11 b/g/n, Bluetooth, GPS A-GPS support"
42F2E9AFC4EF1EE7A4AB154ADF0EEC01,42F2E9AFC4EF1EE7A4AB154743B6EC01,E,"6-Inch E Ink Screen, Access To e-book Store, Adjustable Font Styles and Sizes, Stores Up To 1,000 Books"
42F2E9AFC4EF1EE7A4AB154ADF0FAC01,42F2E9AFC4EF1EE7A4AB154743B72C01,E,"Stylish tablet pouch, protects from scratches, color: black"
42F2E9AFC4EF1EE7A4AB154ADF104C01,42F2E9AFC4EF1EE7A4AB154743B76C01,E,"Durable high quality plastic bump-sleeve, lightweight, protects from scratches, rubber coating, multiple colors available, Accurate design and cut-outs for your device, snap-on design"
42F2E9AFC4EF1EE7A4AB154ADF10AC01,42F2E9AFC4EF1EE7A4AB154ADEDB6C01,E,"1920x1080 Full HD, image stabilization reduces blur, 27x Optical / 32x Extended Zoom, wide angle Lens, 2.7"" wide LCD display"
42F2E9AFC4EF1EE7A4AB154ADF112C01,42F2E9AFC4EF1EE7A4AB154ADEDBAC01,E,"7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage, 4325 mAh battery (Up to 8 hours of active use)"
42F2E9AFC4EF1EE7A4AB154ADF11AC01,42F2E9AFC4EF1EE7A4AB154ADEDBEC01,E,"7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage (actual formatted capacity will be less), 4325 mAh battery (Up to 8 hours of active use), white or black"
42F2E9AFC4EF1EE7A4AB154ADF126C01,42F2E9AFC4EF1EE7A4AB154ADEDC2C01,E,"Button Clasp, Quality Material, 100% Leather, compatible with many smartphone models"
42F2E9AFC4EF1EE7A4AB154ADF12AC01,42F2E9AFC4EF1EE7A4AB154ADEDC6C01,E,"Flexible Laptop with 2,5 GHz Quad Core, 15"" HD TN, 16 GB DDR SDRAM, 256 GB SSD, Windows 10 Pro"
42F2E9AFC4EF1EE7A4AB154ADF12EC01,42F2E9AFC4EF1EE7A4AB154ADEDCAC01,E,"6 inch 1280x800 HD display (216 ppi), Quad-core processor, 8 GB internal storage (actual formatted capacity will be less), 3050 mAh battery (Up to 8 hours of active use), grey or black"
42F2E9AFC4EF1EE7A4AB154ADF132C01,42F2E9AFC4EF1EE7A4AB154ADEDCEC01,E,"Flexible Laptop with 2,5 GHz Dual Core, 14"" HD+ TN, 8 GB DDR SDRAM, 324 GB SSD, Windows 10 Pro"
42F2E9AFC4EF1EE7A4AB154ADF136C01,42F2E9AFC4EF1EE7A4AB154ADEDD2C01,E,"Optimum Hi-Resolution Widescreen max. 1920 x 1080 @ 85Hz, Dot Pitch: 0.27mm, HDMI, D-Sub"
42F2E9AFC4EF1EE7A4AB154ADF13AC01,42F2E9AFC4EF1EE7A4AB154ADEDD6C01,E,"Optimum Hi-Resolution Widescreen max. 2048 x 1080 @ 85Hz, Dot Pitch: 0.27mm, HDMI, D-Sub"
42F2E9AFC4EF1EE7A4AB154ADF13EC01,42F2E9AFC4EF1EE7A4AB154ADEDDAC01,E,"7 inch 1280x800 HD display (216 ppi), Quad-core processor, 16 GB internal storage (actual formatted capacity will be less), 4325 mAh battery (Up to 8 hours of active use), white or black"
42F2E9AFC4EF1EE7A4AB154ADF142C01,42F2E9AFC4EF1EE7A4AB154ADEDDEC01,E,"10.5-inch Multitouch HD Screen (1280 x 800), 16GB Internal Memory, Wireless N Wi-Fi; Bluetooth, GPS Enabled, 1GHz Dual-Core Processor"
42F2E9AFC4EF1EE7A4AB154ADF146C01,42F2E9AFC4EF1EE7A4AB154ADEDE2C01,E,"8-inch Multitouch HD Screen (2000 x 1500) 32GB Internal Memory, Wireless N Wi-Fi, Bluetooth, GPS Enabled, 1.5 GHz Quad-Core Processor"
8CDCD4008ED01EE7BBF0C4CDE9B15B04,8CDCD4008ED01EE7BBF0C4CDE9B13B04,E,"10"" LCD Screen, storage battery holds up to 8 hours"
9418827B397D1ED7ABA3FFD6C923A391,9418827B397D1ED7ABA3FFD6C9238391,E,"10"" LCD Screen, storage battery holds up to 8 hours"
